Name,Brand,Price,Discount,Image_Link,Rating,Number of Ratings,Reviews,Current Views,Description
Pencil Skirt,EILEEN FISHER,$63.20,60%,https://n.nordstrommedia.com/id/sr3/2e444da3-e8cc-4ca3-91a7-95638018f556.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.0 out of 5,(11),"[['Dissapponted', 'I was so excited to receive this skirt as I am going to be teaching this coming school year, and I thought this skirt would be appropriate for work and casual wear. When I received it I was very disappointed. It was of good quality, very soft, but also very thin. It clings to every curve and line of your body, which is not what I wanted. The unique cut of the skirt wasn’t too flattering on MY body type. I have more narrow hips and the skirt just didn’t look good enough for me to justify paying the amount I did. I usually love this brand and all that they stand for, but this skirt just didn’t make the cut. In the end, I returned it. And it does run big. I am usually a small, and the extra small was a good fit for me.', '32'], ['pencil skirt is too small', 'This was billed as “buy a size smaller”, so I did, but it was too small. returned it right away.', '32'], ['too bug for the size', 'Material and colors what i love about the skirt. The moment i wore it , it was an immediate NO . It didn’t fit right ! I ordered Medium but it was too big ! Had to return it.', '32'], ['Not impressed', ""I was disappointed in this skirt. The fabric just wasn't what I expected. I purchased a Chelsea pencil skirt that was heavy nit that I love and was hoping this skirt would be the same but it wasn't."", '48'], ['Good Looking and Comfy Skirt', 'The material is very nice and soft with stretch. I am 5\'2"" and 130 lbs. I got the XS and fits me very well. Even though the description says ""dry clean"" only, I washed it in cold water and put it in dryer to dry. It has turned out fine. It keeps its shape and maybe shrunk couple inches in length. The waist line still fits. It still looks great other than couple inches shorter which I prefer (but still fits like the picture - about 3"" pass the knee).', '80']]",6 people are viewing,"A structured knit skirt travels from work to weekend and is made from soft, sustainable Tencel® lyocell to check the boxes of feeling good and looking great."
Floral Print Tiered Peasant Midi Skirt,MADEWELL,$98.00,NULL,https://n.nordstrommedia.com/id/sr3/851008ba-18af-4ee9-a63c-8b8db42957b3.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],15 people are viewing,Have a peasant-skirt moment in this tiered floral midi with a super-comfy smocked elastic waist.
Faux Patent Miniskirt,LEITH,$26.90,NULL,https://n.nordstrommedia.com/id/sr3/6fb38594-8a42-4544-af05-3ca67d237b08.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,2.0 out of 5,(1),"[['No shape, returned', 'No shape to this skirt. Unflattering. Seems to run big', '32']]",59 people are viewing,"Textured in sleek faux leather, this day-to-night mini grabs attention wherever it goes."
Pull On Midi Skirt,1901,$69.00,NULL,https://n.nordstrommedia.com/id/sr3/262256d1-b7e2-4e00-9cd1-641b85864596.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],5 people are viewing,"Celebrate summer all year round in this breezy seersucker midi skirt styled in an A-line silhouette with waistline gathering and lively, allover checks."
Houndstooth Ponte Pencil Skirt,HALOGEN®,$34.90,NULL,https://n.nordstrommedia.com/id/sr3/707cb504-2267-41a8-8659-a15d6c90d99c.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],46 people are viewing,"Sophisticated, comfortable and always classic, this pencil skirt cut from stretch-enhanced ponte is ready for the workweek in scaled-down houndstooth."
Satin Tiered Midi Skirt,TOPSHOP,$55.00,NULL,https://n.nordstrommedia.com/id/sr3/04574991-4079-40ba-b3f7-50b93edfa31d.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.5 out of 5,(19),"[['Beautiful and versatile.', 'This skirt can be dressed up or down. The fabric is SO soft and simply beautiful! I am 5 feet tall, weight 99 pounds and bought a size 2. It sits perfectly above my waist. The length is perfect to wear with any heel height from flat to tall heels.', '80'], ['Perfect!', 'I saw a lady styling this skirt on tiktok (cringy I know) and I wanted it so bad! The skirt is elastic in the back which I didn’t know, but it worked out since I was nervous that I would be between the size I chose and the next size up. It fits beautifully and is prettier in person than online', '80'], ['CUTE, but ..', 'This is a really cute & versatile skirt, but nobody has mentioned how wrinkly it gets .. & static-y. It might be a deal breaker for me if those are the things I immediately think of when I got to grab it from my closet.', '64'], ['not for me', 'The pink color is very pretty but didn’t work for my body type.', '16'], ['Beautiful but beware', 'It’s absolutely beautiful, but the only downside is the fabric shows liquid BADLY. I walked in it on a hot day and my sweat had tons of droplet like marks on the dress that didn’t go away. Even just water made a mark that wouldn’t go away until washed. That being said, it’s absolutely divine.', '64']]",31 people are viewing,Watch the compliments flow when you don this irresistible ruffled midi textured in rich satin.
Ponte Pencil Skirt,HALOGEN®,$59.00,NULL,https://n.nordstrommedia.com/id/sr3/009d6eef-4afa-4e63-886f-2dc74b3e5cb0.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.3 out of 5,(40),"[['Great skirt!', 'Excellent quality. This piece is stretchy but it’s not like leggings or anything close to that. It’s thick enough for sophisticated coverage and maintains its shape. It falls below the knee and is very flattering.', '80'], ['Great skirt', ""I have bought the ponte skirts for years and was so excited to see the pull-on style. This skirt has a great thickness and keeps everything underneath hidden. It is also reasonably high waisted for some support there. 5'5 and 150lbs, generally wear a size 8, and medium fit great!"", '80'], ['Perfect work skirt', ""Loved the quality of the Skirt. It was a bit tight on my hips so I ordered a larger size. Can't wait for the new size to arrive and I was able to pay the same low price as before."", '80'], ['Bring back the old skirts!', 'The old skirts from 2014/2015 were a staple and got me through my early career. This design is not professional.', '32'], ['Good staple', 'It’s a reasonable length. Good fabric. Easy to wear and care for staple. Fit is a little generous. A little less fabric and boxiness would make it 5 stars.', '64']]",9 people are viewing,Precise tailoring shapes the classic silhouette of a comfortable pencil skirt in dense stretch ponte fabric.
Pleated Midi Skirt,HALOGEN®,$35.90,54%,https://n.nordstrommedia.com/id/sr3/8fa290af-85dc-48db-9ee7-e711374c8e41.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.1 out of 5,(130),"[['Runs Large - Order Size Down', 'Ordered the leopard print style in a small and had to return for an x-small which fits perfectly. Definitely size down because it runs large and there is tons of stretch.', '80'], ['love this skirt', 'I love these skirt true to size got it in almost every color and the material is good quality and well made.', '80'], ['Ankle length', ""It looks nice and light weighed for summer. A bit on the larger side, I would size down for more tight fit. Unilke the description, the skirt is ankle length. I'm 5'6. And it hits my ankles. I guess the model is very thin And has long legs."", '64'], [""Perfect as a maxi if you're petite!"", ""I ordered the XS regular and at 4'11''& 110 lbs it fit just right hitting at my ankle. I got the blue dot pattern and I love that it can be dressed up for work with a nice top and/or blazer, or worn casual with a tank. Great sale price too!"", '80'], ['animal print skirt', 'Very feminine, very twirly, too long if you are 5’3”, in a regular size - petite size better. I got a regular small for my 158 lb frame and it fits well but still too long. Seamstress will adjust length at the waist. Love the skirt.', '80']]",286 people are viewing,"Accordion pleats enhance the swish and sway of this effortless pull-on skirt cut from lightweight crepe into a graceful, calf-grazing midi length."
Knit Pencil Skirt,CHELSEA28,$27.60,60%,https://n.nordstrommedia.com/id/sr3/ff549bb4-cfd1-44e4-9849-4272ba938ae4.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.1 out of 5,(11),"[['Fabulous skirt', 'I tried this on in the store and loved the fit and feell od the fabric. Super compfortable and looks great with a t-shirt or dress top. The overall quality of such an inexpensive skirt is amazing.', '80'], ['staple for your closet', 'Beautiful soft ribbed high waisted black skirt. It’s double layered which is nice and smooths out any imperfections. The slit detail is flattering. True to size.', '80'], ['Not what I expected', 'Not what I expected. Had to return.', '16'], ['Beautiful skirt', 'I’m 5’8” size 8 ordered a medium. The overall fit was perfect. The skirt is two layers of rib, so the seam allowances on the inside bunch up and made me look wider. That’s why I returned it. Otherwise it hangs and moves beautifully when you walk. The waist band is odd. Very wide elastic so it sits above my belly and accentuates my “pooch”.', '64'], ['Comfortable but not flattering on stomach', 'This skirt is really cute and an appropriate length for work. I like the slit on the side to give it some extra style. I had to return this because it is really unflattering in the stomach area. For reference I am a size 6, height is 5’9 and I tried the medium.', '48']]",27 people are viewing,"With a midi length and a dainty yet daring slit, this body-skimming skirt will be making regular appearances in your desk-to-dinner line-up."
Floral Print Wrap Miniskirt,TEN SIXTY SHERMAN,$35.00,NULL,https://n.nordstrommedia.com/id/sr3/5ba69fc2-0b69-4185-a2b4-61c32dc3311a.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],4 people are viewing,A dainty floral motif enlivens a wrap miniskirt that channels irresistible sunny style.
Pleated Midi Skirt,HALOGEN®,$31.60,60%,https://n.nordstrommedia.com/id/sr3/7548b2c6-7150-4c17-89fa-31fbf7fa4fc3.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.1 out of 5,(130),"[['Runs Large - Order Size Down', 'Ordered the leopard print style in a small and had to return for an x-small which fits perfectly. Definitely size down because it runs large and there is tons of stretch.', '80'], ['love this skirt', 'I love these skirt true to size got it in almost every color and the material is good quality and well made.', '80'], ['Ankle length', ""It looks nice and light weighed for summer. A bit on the larger side, I would size down for more tight fit. Unilke the description, the skirt is ankle length. I'm 5'6. And it hits my ankles. I guess the model is very thin And has long legs."", '64'], [""Perfect as a maxi if you're petite!"", ""I ordered the XS regular and at 4'11''& 110 lbs it fit just right hitting at my ankle. I got the blue dot pattern and I love that it can be dressed up for work with a nice top and/or blazer, or worn casual with a tank. Great sale price too!"", '80'], ['animal print skirt', 'Very feminine, very twirly, too long if you are 5’3”, in a regular size - petite size better. I got a regular small for my 158 lb frame and it fits well but still too long. Seamstress will adjust length at the waist. Love the skirt.', '80']]",122 people are viewing,"Accordion pleats enhance the swish and sway of this effortless pull-on skirt cut from lightweight crepe into a graceful, calf-grazing midi length."
Woven Skirt,VINCE,$174.90,NULL,https://n.nordstrommedia.com/id/sr3/8b924ac3-1dba-463c-b5a7-80004559467d.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],41 people are viewing,This woven A-line skirt provides an understated yet sophisticated foundation for any look.
Stretch Knit Midi Tube Skirt,VINCE CAMUTO,$38.90,NULL,https://n.nordstrommedia.com/id/sr3/93afcb16-4314-4624-bfc4-0865b05b157f.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.4 out of 5,(235),"[['My favorite skirt!', 'I absolutely love this skirt! The length is amazing and the fit is beautiful! I feel sooo skinny in it! :) I have worn it casually and also dressed it up for weddings, its my goto favorite skirt of all time! Buy it!', '80'], ['Cute and comfortable', 'Very cute & comfortable skirt. I have 3 of these skirts and wear them to different events. Can dress it down or up.', '80'], ['Cute but too tight for work', 'Not really made for curvy girls and not appropriate for formal workplaces.', '32'], ['Great Wardrobe staple', 'Comfortable fit that can be dressed up for holidays or worn as a work staple. Very happy with the quality, look and fit!', '80'], ['ok skirt', 'The skirt is comfortable but the hem is unfinished. I kept it for casual work days but it does not seem very well made.', '48']]",68 people are viewing,A sleek column skirt with endless versatility is cut from an effortless stretch-knit with easy pull-on styling.
Ali Skater Stretch Cotton Blend Skirt,1901,$18.90,NULL,https://n.nordstrommedia.com/id/sr3/1cae606f-ebe9-49a6-9c4f-ab2c43fd82b1.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],20 people are viewing,"Featuring a swingy flared silhouette and a soft, stretchy cotton-blend, this season-spanning skirt can be paired with practically anything."
Rifraff Woven Wrap Skirt,O'NEILL,$46.00,NULL,https://n.nordstrommedia.com/id/sr3/9878e2fa-8dc1-482d-88ce-538e6471fe6c.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.0 out of 5,(5),"[['Great for the summer weather!', 'comfortable and flattering, perfect for hot weather! The color is more of a green tone in person.', '80'], ['awful shirt', 'The color doesn’t even look like the picture! I can’t till I return it', '16'], ['Great summer skirt', 'Adorable, comfortable and stylish. So glad I purchased this!', '80'], ['cute!', 'I purchased a size small (I’m 140ibs 5’6). Fits great! However it looks waaaaay different than the photos. The material is like a rough sort of stiff cotton which I’m sure I can soften up with fabric softener over time. It’s green not tan! Different from photos but still cute', '64'], ['Great Skirt!', 'This skirt is very cute and comfortable and the fabric is really soft. It is a little more green in person than the image on the website, but I really like the color. The skirt can easily be dressed up or down and is perfect for so many occasions!', '80']]",11 people are viewing,A ruffled cutaway hemline furthers the carefree vibe of this cotton-linen wrap skirt.
Bias Cut A-Line Skirt,HALOGEN®,$79.00,NULL,https://n.nordstrommedia.com/id/sr3/1ac2621a-4a85-474f-93ab-b4c3ba8413ff.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.2 out of 5,(76),"[['Love the cut', 'I love the cut of this skirt, love how it flows especially when you move. The only thing is it emphasizes your tummy unless you have flat tummy. I’m pretty straight up and down and this one fits my waist, which I assume is not ideal fit for hourglass body shape.', '64'], ['lousy', 'Horrible quality. The band is sewn only in certain places which can easily come undone. Disappointed and returned.', '16'], ['Flowy silhouette', ""My white dotted skirt arrived beautifully and fits well, but thanks to my COVID diet, a little snug. I normally am a M/M in Eileen Fisher, and this is an M, but will try to order a large to see if it's not as snug (at this stage of my life). Flows gracefully after it leaves the hip area, and drapes with a slim silhouette. Very very pleased. Will wear instead of capris, pants of any kind to stay cool in the summer. And, will wear into fall here in CA."", '80'], ['runs a bit large - lovely', 'I wear an 8 pant, 29 in jeans, got the small it fit perfectly. 5ft7, 143pounds', '80'], ['Soft, flowing skirt', ""Soft, flowing skirt. There's enough fabric to flow over bumps without being too bulky. The waist is forgiving. Overall pleased with the fit."", '80']]",48 people are viewing,A georgette skirt cut for maximum flutter and sway takes you right into next season in a fresh crop of pretty prints or wear-with-everything black.
Shirred Animal Print Miniskirt,TOPSHOP,$48.00,NULL,https://n.nordstrommedia.com/id/sr3/68f7c27a-01c2-4f79-845a-2b82623b5ddf.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],7 people are viewing,Chic cheetah spots cover this trend-right mini topped with sweet waistline smocking.
Twill Cargo Skirt,CASLON®,$39.90,NULL,https://n.nordstrommedia.com/id/sr3/b77cb070-8781-4b3c-9398-d5275489b0e6.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.3 out of 5,(42),"[['Love this one', 'I LOVE this skirt. It does run slightly large, and the length is longer than it appears in the picture - I am 5\'9"" and it goes slightly past my knees. But it is super cute and flattering, whether with sandals in the summer or tights and boots in the winter, and I wear it all the time.', '80'], ['Great butrRuns super large.', 'This skirt runs huge. I am normally between sizes 8 and 10, but having started with 10, went all the way to 6 and it was still too big. So I got tired, and gave up on it. Otherwise it is a great casual alternatives to weekend jeans.', '64'], ['Not a good fit for me', 'I love the look and fabric of this skirt, but it just didn’t work for me. I tried a size 6 first and it was too big, so exchanged that for a 4 (which is normally way too small for me). The smaller size fit better but still was not “fitted” enough or flattering. It also hit at an odd place on my leg due to the longer length. Unfortunately I returned both.', '48'], ['Perfect closet staple.', 'This is going to be a great summer into fall skirt that I may even wear in winter with tights and boots. I normally wear a 0 in Caslon bottoms however I heeded the other reviews and went down a size to a 00 and it fits perfect. The material has a bit of a stretch to it and I do not heat dry my clothes so I know it will not shrink.', '80'], ['Great skirt for fall', 'Flattering skirt in a neutral color. Nice addition to the fall wardrobe.', '80']]",29 people are viewing,A skirt with a military-utility vibe takes you through off-duty excursions in a slim cut of stretch twill with a front slit for easy movement.
Tweed Miniskirt,HALOGEN®,$39.90,NULL,https://n.nordstrommedia.com/id/sr3/5a92d85a-eeb2-4110-a9ce-049f102525d9.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],27 people are viewing,A lively tweed textures a classic A-line skirt that moves from afternoon parties to date night with ease.
Skinny Faux Leather Pencil Skirt,THEORY,$146.90,NULL,https://n.nordstrommedia.com/id/sr3/07d38593-112b-4bf7-b504-40765830d6de.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],134 people are viewing,Sleek faux leather textures this versatile work-to-play skirt cut in a classic pencil silhouette.
x Atlantic-Pacific Print Full Midi Skirt,HALOGEN®,$77.40,40%,https://n.nordstrommedia.com/id/sr3/cdd3c4d0-40f0-4588-9101-848bc9461b42.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,3.9 out of 5,(11),"[['Perfect Skirt for all summer long', 'The perfect skirt - love the pockets, the length, the fabric. high Quality. The dots are pink by the way, not white. Glad i read reviews who told me the waist is snug, so definitely go up a size if you are in between.', '80'], ['Pretty in Green....and Pink!', 'This is such a rich skirt. It’s heavy fabric but so well made. I felt like a local in Martha’s Vineyard when I tried it on. I’m 5’9 and typically wear a size 10 and the medium fit perfectly. I love the pockets at the mock button closure on the side.', '80'], ['Super cute skirt', 'Very cute skirt! The L fit but was not super snug around the waist. I’ve returned for a M since I’m still losing baby weight. For reference I am 5’5” 182lbs', '80'], ['wide and oversized', 'Im 5’4” and wear 12/14. Always. This skirt was generously beyond me calf and wide.', '16'], ['Cute idea, poor execution', 'This skirt has so much potential to be so cute if you\'re willing to take the time to iron it. However, if you want something easy, this isn\'t for you. I don\'t like to iron (don\'t even own one to be honest) and this skirt came with the seams completely screwed up so it would need to be reironed every time. The material is also very thick, so it isn\'t great for summer, and it fits slightly big so I would need to size down (I\'m usually a size 4, got a size 4). The length is good on me but I\'m 5\'8"" so keep in mind that if you\'re shorter, it\'ll probably be too long. It\'s a very cute idea but the execution not so much.', '48']]",48 people are viewing,"From influencer Blair Eadie's latest collection of fun, color and texture, this stretch-cotton midi skirt boasts a playful print and bouncy layered pleats."
Ponte Midi Skirt,VINCE CAMUTO,$39.90,NULL,https://n.nordstrommedia.com/id/sr3/07e14b3c-f8a3-491e-81e3-a0a62612ce6c.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.3 out of 5,(270),"[['Beautiful color and length', 'I’m 5’4” and the skirt is a nice length. Longer on me than the model but still a nice length. Easy skirt to dress up. A nice basic for my wardrobe. I’ve had it dry cleaned several times and it still looks brand new.', '64'], ['great skirt', 'Love this great quality and fits nice', '80'], ['love so much bought twice', 'Great skirt! Runs large-get size smaller for good fit. I bought another one because I love this so much! Perfect for work or night out!', '80'], ['Perfect Work Skirt', ""Absolutely gorgeous on - sits right at the waist and a flattering length. I am 5'1 and love the fit on me. The quality is also superb, incredible material that slightly hugs but is not too tight and a great weight to it. Can easily be worn out of the office with a cool T and biker jacket. This is my first Vince Camuto clothing purchase and I am so happy I went for it!"", '80'], ['Perfect skirt', 'This is the perfect skirt. It fit like a glove. True to size and material is a nice quality', '80']]",28 people are viewing,A minimalist column skirt with endless versatility is rendered in smooth ponte knit with easy pull-on styling.
Button Front Skirt,LEITH,$59.00,NULL,https://n.nordstrommedia.com/id/sr3/316adaa5-c0b9-4ac6-ab0a-9ff8130179d6.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],49 people are viewing,A vibrant print electrifies this sunny-day skirt trimmed with solid front buttons.
Cosmo Masala Wrap Skirt,ALLSAINTS,$149.90,NULL,https://n.nordstrommedia.com/id/sr3/c6975d0b-d3c9-473e-b748-54f308a423cc.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],22 people are viewing,"A bold, blushing print enlivens this flattering wrap skirt trimmed with fanciful frills."
Parker Wrap Denim Miniskirt,FREE PEOPLE,$78.00,NULL,https://n.nordstrommedia.com/id/sr3/5f47af27-2e47-4b2f-ba11-663955898cbf.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],35 people are viewing,"This nonstretch-denim miniskirt breaks the rules with its asymmetrical wrap-style front, frayed hem and broken-in distressing."
Vileana Mini Houndstooth Skirt,BOSS,$123.90,NULL,https://n.nordstrommedia.com/id/sr3/1bc7d1ba-0686-4c67-afa7-f6387424c324.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],8 people are viewing,Dressing for business is now a pleasure with this smartly tailored wool skirt cut to knee length in an easily pairable neutral tone.
The Laney Belted Denim Miniskirt,JOE'S,$22.90,NULL,https://n.nordstrommedia.com/id/sr3/9f8a7182-6094-4003-a556-253019786b3e.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],41 people are viewing,"She'll channel retro vibes in this stretch-denim skirt designed with a high-waisted yoke, box pleats and a tie belt."
Bea Midi Skirt,REFORMATION,$128.00,NULL,https://n.nordstrommedia.com/id/sr3/9b0ffe77-1827-441a-8463-bba8db50f6c6.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.1 out of 5,(56),"[['so cute and comfy!', 'I am so happy I purchased this skirt based on the reviews, it’s everything I’ve wanted for summer - light, breezy and comfortable. It doesn’t have any stretch or give so make sure you order the right size. I’d say reformation runs fairly small. I’m 5’3 123lbs and got a size 4 and it fits perfectly!', '80'], ['Really pretty skirt', 'I’m 5’2” 120lb normally size S. I got size 8 (because all the other sizes were sold out). I figured I’d just get the skirt altered. The waist is around 1 inch too big, and I think 6 would have fit comfortably. The skirt is also long and reaches my ankle (because I’m short, no fault to the dress) so I’ll get it hemmed to be midi length.', '80'], ['waist is small', ""I read reviews before ordering, it does run small, i've ordered one size bigger, waist is still too small. Overall it is a nice skirt, it is unusual cut at the bottom, nice tulips pattern. Sizing is off here."", '48'], ['love!', 'Really cute and flattering- pretty fitted at the waist/hip so it accentuates your body. I’m 5’4” and it goes almost to my ankles', '80'], ['too long.', 'Is a nice soft material but I’m 5’6 and this skirt is waaay long for me. Maybe someone taller can pull this off.', '80']]",84 people are viewing,"A choice of fresh prints enlivens a retro-inspired skirt cut with swingy flair and styled with a nipped-in, high waist for a flattering, ladylike look."
High Waist Denim Miniskirt,TOPSHOP,$37.50,25%,https://n.nordstrommedia.com/id/sr3/82bd58db-bad2-4a1b-a024-dd87619e6cc8.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,4.4 out of 5,(15),"[['CUTEST', 'I read the reviews and decided to go with my normal size. I’m a 14 and sometimes can fit in a 12. I went with the 14/16 and even though it’s a tad big I think it’s perfect! I can pull it up and wear it with a belt or have it sit a little lower on my waist. It’s will be my favorite summer staple with a body suit or a band tee!', '80'], ['Best skirt I own now!', ""I LOVE THIS SKIRT! It was the perfect fit and so cute to the max! I'm a little smaller than I would be in my sports seasons, but I'm usually a 26-27 inch maybe 28 inch waist and 37-38 inch hips. I'm usually a 4-6 in skirts and dresses, but I ordered an 8 in black because I read in past comments that the skirt and top shop run on the smaller side. The 8 fit magically! I could of gone to a 6, but I had to think about when I'm in-season and still training from here on out, I will need the extra room in the hips! The waist is a bit loose, but I wanted to be able to breathe in it. Goes very well with oversized tops, sweaters, and sweatshirts. Might order the other denim color:) Highly recommend!"", '80'], ['Cute but edges tear QUICK', 'Unfinished hemline so strings are obviously going to be present but after first wash had to give the skirt a little trim. Nice fit!', '64'], ['Perfect Denim Skirt!', 'I bought this skirt in black, im 5’3 and & size 10 it fits comfortably. I’m usually a size 8, but i bought this skirt previously and i wanted a loser fit. It’s a big snug so if you wanna be comfortable when you sit order a size up. I really like this skirt because you can dress it up or down. Very good quality and very versatile!', '80'], ['super cute!', 'Great length, true to size, and adorable on! High waisted and not too short.', '80']]",46 people are viewing,A frayed hem adds a hint of lived-in style to a nonstretch denim miniskirt fashioned with recycled fibers for an eco-conscious element.
Sportswear Icon Clash Colorblock Drawstring Skirt,NIKE,Out Of Stock,NULL,https://n.nordstrommedia.com/id/sr3/ffe44d87-3820-4a9a-ba25-35dee5ac0d44.jpeg?crop=pad&pad_color=FFF&format=jpeg&w=780&h=1196,No reviews yet–be the first!,(0),[],58 people are viewing,"Inspired by Japanese DIY fashion, this color-block skirt sports bungee drawstrings at the waist and hem and a tennis-court look that scores points everywhere."
